,decimalLatitude,decimalLongitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Carex_potosina|MXE|spm00002588|Potosinae,24.01956346,-101.2040637,176.2307692,166.0769231,61.76923077,3505,307.4615385,40.30769231,267.1538462,212.4615385,149.6923077,215.6923077,127.3846154,381.8461538,64.76923077,7.769230769,63.15384615,178.2307692,33.92307692,155.0769231,43.61538462
Carex_praeceptorium|CAL|spm00001952|Glareosae,42.76277767,-117.231111,12,127,38.33333333,6876.333333,194,-134.3333333,328.3333333,-61,43.66666667,103.3333333,-70,684.3333333,90.33333333,29.33333333,32.66666667,241,108.3333333,134.6666667,226.3333333
Carex_praeclara|CHT|spm00003379|Racemosae,29.5912092,90.8248532,-6,144.7,42.7,6681.5,140.1,-193.4,333.5,73.3,-86,77.5,-92.1,266.6,80.4,0.1,124.9,197,2.3,196,2.4
Carex_praecox|HUN|spm00002176|Ammoglochin,50.74251364,12.95243131,86.61964832,83.27522936,30.57989297,6839.788991,234.3451835,-37.48585627,271.8310398,157.6551988,31.8295107,173.5936544,-1.686926606,648.9858563,77.24808869,36.80657492,22.80542813,213.3149847,121.508792,201.1487003,139.4159021
Carex_praegracilis|CAL|spm00001157|Divisae,39.16667044,-113.5989632,97.69868996,142.6441048,43.09170306,6985.136827,282.8435226,-60.23508006,343.0786026,92.1062591,107.2882096,188.2103348,10.45342067,522.6812227,90.72707424,9.780203785,64.14992722,246.6011645,38.73508006,90.90829694,187.2438137
Carex_prainii|EHM|spm00005923|Kobresia,27.806667,86.712778,28,123,48,4824,136,-117,253,86,-27,86,-37,910,240,5,108,601,22,601,32
Carex_prairea|BRC|spm00001951|Heleoglochin,44.49262286,-86.86374344,65.20338983,113.6440678,28.03389831,9952.576271,264.3050847,-135.7288136,400.0338983,150.2372881,-39.71186441,188.2711864,-68.37288136,860.4067797,98.61016949,42.22033898,27.3559322,278.0677966,145.1186441,265.3898305,157.0847458
Carex_prasina|GEO|spm00001166|Hymenochlaenae,41.94863783,-75.57895023,88.56122449,112.2806122,29.77040816,9172.19898,276.6989796,-96.32142857,373.0204082,154.9183673,-3.408163265,203.2653061,-33.81122449,1084.867347,107.2704082,71.41326531,11.96938776,304.5510204,231.6785714,292.3112245,241.5255102
Carex_praticola|COL|spm00001163|Ovales,52.35675909,-118.4077564,12.85,118.6555556,30.90555556,9614.263889,217.375,-178.0444444,395.4194444,77.48611111,-15.88055556,132.9,-111.6888889,625.7805556,94.67777778,21.91666667,44.68055556,259.8861111,78.58611111,161.1472222,179.2111111
Carex_preslii|ORE|spm00001174|Ovales,43.49850182,-120.8969284,44.15217391,123.1956522,40.23043478,6216.63913,219.5347826,-82.96521739,302.5,-17.53043478,115.0869565,126.7347826,-28.88695652,1124.356522,182.5913043,21.99130435,58.38695652,515.4304348,90.75217391,103.0695652,484.2347826
Carex_pringlei|MXE|spm00000293|Thuringiaca,23.94656538,-100.8968564,198.6153846,155.7692308,57.15384615,4123.692308,327.0769231,53.61538462,273.4615385,237.5384615,156.1538462,245,141.0769231,507.2307692,104.0769231,9.307692308,70.61538462,248.9230769,35.23076923,184.5384615,41.76923077
Carex_projecta|MAN|spm00001176|Ovales,46.33811441,-75.61389672,44.24579832,105.9894958,25.71638655,10291.69118,245.0042017,-161.7962185,406.8004202,117.4411765,-34.39285714,171.0441176,-94.36554622,1004.12605,108.644958,59.92016807,19.80462185,310.3823529,193.6869748,280.0777311,228.2289916
Carex_proposita|CAL|spm00001941|Ovales,37.76372658,-118.4071604,20.49230769,121.8307692,41.67692308,5821.953846,186.5846154,-102.2153846,288.8,-39.73846154,86.24615385,99.75384615,-44.55384615,674.1846154,112.2461538,15.81538462,59.43076923,301.8923077,59.76923077,72.89230769,295.9846154
Carex_proxima|MDG|spm00000222|Indicae,-21.108166,46.8973314,212.6,103.2,61.8,2333.2,288.6,123,165.6,236.8,193.4,237.2,179.6,1816,357.6,44,76.8,952.2,155.6,885.6,195.4
Carex_pruinosa|CHC|spm00005813|Phacocystis,25.77744927,107.8591955,173.3333333,88.4,33.86666667,6176.266667,295.2666667,32.06666667,263.2,222.4,100.8666667,246.4666667,88.86666667,1504.333333,270.2666667,31.13333333,65.66666667,739.5333333,113.7333333,650,132.2666667
Carex_pseudobicolor|PAK|spm00003380|Racemosae,35.15323529,74.76705882,2.352941176,93.11764706,26.73529412,8664.764706,175.6764706,-170.0294118,345.7058824,4.735294118,-25.5,109.2941176,-113.5882353,420,69.17647059,10.58823529,49.17647059,181.1176471,46.35294118,118.5588235,91.5
Carex_pseudobrizoides|POL|spm00002177|Ammoglochin,51.5378573,10.61591667,91.8447205,79.04658385,30.95341615,6379.273292,229.947205,-22.54658385,252.4937888,155.4813665,33.16770186,172.8478261,9.708074534,643.1428571,72.59937888,37.37888199,20.64285714,206.3416149,123.5931677,198.8136646,142.8571429
Carex_pseudocuraica|CH?|spm00002605|Chordorrhizae,44.0935,143.2851389,56.33333333,72.5,21.08333333,9052.666667,221.1666667,-114,335.1666667,144.0833333,-37.16666667,171.1666667,-61.41666667,1111.583333,151.4166667,49.66666667,33.16666667,400,167.4166667,384.3333333,204.1666667
Carex_pseudocyperus|MIC|spm00001179|Vesicariae,54.78556899,9.972102067,81.37214055,67.95477619,28.08721735,6153.853253,209.259938,-30.87632672,240.1362648,130.7808689,31.91561738,160.6122355,4.511042257,667.0140418,72.22737161,36.99874745,20.55666161,205.2099018,122.6384732,190.8779089,146.7817259
Carex_pseudofoetida|PAK|183071|Foetidae,34.24057428,79.54958903,-29.20472441,114.5708661,31.11811024,8609.614173,150.507874,-215.5669291,366.0748031,37.5511811,-69.12992126,77.5984252,-143.2244094,264.1929134,49.40551181,5.350393701,56.17322835,126.5275591,23.91338583,100,44.81102362
Carex_pseudogammiei|NA|spm00003639|Kobresia,26.8153835,99.3519295,113.5,109.5,47,4551,207,-24.5,231.5,166.5,56,166.5,51,1092,238.5,8.5,86.5,632.5,41,632.5,42.5
Carex_pseudolaxa|PAK|183107|Kobresia,34.470203,75.05840279,36.38461538,95.25,28.51923077,8272.673077,202.5384615,-130.6730769,333.2115385,37.78846154,18.32692308,138.2692308,-74.38461538,557.2692308,98.05769231,12.13461538,55.28846154,255.4230769,53.32692308,144.3846154,122.8461538
Carex_pseudololiacea|NA|spm00006080|Glareosae,49.1130875,144.45765,9.333333333,70.33333333,20,9849,177,-178,355,92.33333333,-110.6666667,131,-122.3333333,980.6666667,129,45.66666667,33.66666667,362.6666667,153,307.6666667,165
Carex_pseudorufa|NA|spm00003250|Schoenoxiphium,-30.875,28.625,144.5,138,57.5,3469.5,249,10.5,238.5,183.5,95.5,184,95.5,836.5,143,12,65.5,397.5,45,395,45
Carex_pseuduncinoides|NA|spm00003619|Kobresia,30.82584136,97.71849991,22.03773585,138.0188679,42.54716981,6428.09434,163,-159.2830189,322.2830189,99.47169811,-58.30188679,99.88679245,-64.0754717,603.0566038,136.6415094,2.660377358,100.0377358,365.0943396,11.73584906,364.490566,12.11320755
Carex_pterocarpa|NA|spm00004425|Ammoglochin,-44.79334629,168.7870863,76.66666667,104.1666667,45.16666667,4319.833333,199,-28,227,71,34.83333333,130.1666667,18,1055.666667,104.1666667,66.5,12,285.3333333,239.5,253.6666667,250.6666667
Carex_pulchra|EHM|spm00005828|Decorae,27.61211829,92.98459043,108.1428571,105.7142857,44.85714286,4728.857143,205.8571429,-27.71428571,233.5714286,163.1428571,52.14285714,163.1428571,42.85714286,1498.428571,347,7.714285714,91.28571429,905.2857143,37.42857143,905.2857143,45
Carex_pulicaris|GRB|spm00005180|Psyllophora,56.78524099,2.599617171,71.06367766,63.74782155,31.22089819,5074.896924,182.2822671,-22.75444999,205.0367171,69.79399717,65.49355776,138.2315484,9.015640128,1137.176212,133.1286959,60.59350562,24.93297088,377.9200119,194.7411186,251.756163,316.5350413
Carex_pumila|NCA|spm00002067|Paludosae,-21.90023016,154.2617563,144.436255,83.64741036,43.26494024,4053.798805,247.0936255,46.49601594,200.5976096,145.2071713,143.5796813,196.0298805,91.87450199,1357.201195,165.5478088,63.82868526,27.53386454,456.6155378,222.1972112,343.374502,330.8266932
Carex_punctata|MOR|spm00004350|Spirostachyae,50.18026672,4.254039451,103.2385621,68.77233115,31.33877996,5311.56427,220.1906318,3.766884532,216.4237473,99.01633987,125.5326797,172.2864924,37.68845316,965.4553377,117.6013072,45.19498911,27.83333333,328.0544662,160.16122,203.2995643,253.7538126
Carex_punicea|NZS|spm00005105|Uncinia,-42.44008394,172.4477389,94.14942529,90.7816092,46.17241379,3578.218391,196.1034483,1.528735632,194.5747126,66.36781609,110.7011494,138.7816092,46.4137931,1755.390805,181.7356322,99.02298851,16.57471264,518.4597701,353.4482759,369.7586207,490.4827586
Carex_purpurata|NA|spm00004431|Uncinia,-45.33820618,169.4710432,78.05882353,98.67647059,45.67647059,4064.705882,192.0882353,-21.70588235,213.7941176,96.05882353,36.32352941,128.1176471,22.70588235,1025.647059,100.2352941,66.85294118,12.38235294,278.1470588,231.7941176,262.5,236.3235294
Carex_purpurifera|KTY|spm00001470|Laxiflorae,35.12147057,-85.670279,142,128.8571429,37.57142857,7698.285714,308.2857143,-30,338.2857143,79.14285714,191.4285714,238.1428571,39.28571429,1420.571429,159.4285714,85.14285714,16.57142857,416.2857143,281.5714286,318,390.1428571
Carex_pyramidalis|MDG|spm00000223|Indicae,-18.18690386,47.70894786,198.1428571,120.5714286,67.07142857,2234.428571,280.9285714,102.5,178.4285714,220.8571429,170.2142857,221,166.4285714,1525.214286,324.0714286,20.92857143,90.71428571,876.1428571,76.64285714,810.5714286,89.14285714
Carex_pyrenaica|SPA|spm00000582|Dornera,42.55732605,7.361904142,46.80586081,80.62271062,33.6007326,5551.47619,179.8571429,-57.81318681,237.6703297,56.81684982,76.14652015,120.96337,-19.13186813,1227.586081,132.1025641,77.52380952,14.71794872,356.3882784,262.3333333,285.8717949,285.8571429
Carex_queretarensis|MXE|spm00000294|Hymenochlaenae,21.2497368,-99.2014694,203.4,144.2,61,2891.2,316.8,82,234.8,224.4,175.2,233.4,162.4,1305.6,312,22.6,84,685.2,75.2,475.2,82.8
Carex_raddei|KOR|spm00000007|Carex,40.448392,117.728677,77,120,27,11258,273,-156,429,213,-77,213,-77,616,207,3,123,453,12,453,12
Carex_radiata|MIC|spm00001198|Phaestoglochin,41.68015318,-81.17205129,91.30373832,114.4719626,29.56308411,9438.642523,282.4252336,-101.4579439,383.8831776,161.2476636,-9.871495327,208.5607477,-35.34345794,1030.079439,111.0700935,59.95794393,19.94158879,311.1845794,197.0397196,291.5911215,208.411215
Carex_radicalis|EHM|spm00005831|Radicales,27.6772,94.086961,83,111.5,46,4826,184,-57,241,139.5,22,139.5,17,1166.5,282,5.5,95,712.5,30,712.5,35
Carex_ramenskii|ARK|spm00001439|Phacocystis,63.46807931,-129.7117821,-13.17777778,74.75555556,24.91111111,8591.022222,151.7777778,-159.3111111,311.0888889,65.22222222,-47.84444444,100.2,-114.6666667,559.7555556,85.28888889,24.4,46.66666667,220.6,81.75555556,162.2888889,120.7333333
Carex_randalpina|AUT|spm00003098|Phacocystis,47.93614585,12.55053155,77,95.46280992,32.42975207,6934.140496,228.677686,-60.75206612,289.4297521,161.7272727,4.016528926,163.3057851,-15.14049587,1063.016529,138.3305785,57.60330579,31.89256198,397.3636364,187.7190083,395.338843,197.2561983
Carex_rariflora|YUK|spm00001999|Limosae,64.67664738,-10.64698237,1.18022121,65.67187161,27.89286489,6335.915203,132.6582086,-112.6675342,245.3257428,29.58967686,-7.911299067,85.52960312,-74.78182607,940.5339406,111.843201,50.66124485,26.34764693,302.1479072,164.4610714,230.5469529,243.8421167
Carex_raynoldsii|CAL|spm00001184|Racemosae,42.15277846,-117.4784488,36.25270758,137.2851986,40.63537906,6810.418773,226.5018051,-108.6787004,335.1805054,-10.65703971,97.06498195,126.2779783,-44.96389892,790.6534296,121.4476534,20.72924188,47.46931408,334.9891697,78.53790614,94.22021661,315.2563177
Carex_remota|NA|spm00006117|Remotae,52.97260932,7.013417785,87.19803546,72.57521019,31.37334554,5670.42429,211.0438691,-18.55148589,229.595355,109.0872388,52.0935653,160.0140681,15.68334305,805.6731041,87.01839674,46.68567385,18.53866644,247.5606426,152.1022226,211.0983102,195.0685091
Carex_remotiuscula|CHC|spm00002615|Remotae,29.160369,103.148639,126,85,32,5908,248,-10,258,198,45,198,45,1123,243,9,86,627,32,627,32
Carex_renauldii|MDG|spm00000224|Hymenochlaenae,-15.204165,48.59374825,175,129,69.75,2042.5,262.75,79.75,183,195.25,145.75,195.25,145.75,1454.75,320.25,14,96,875.25,51,845.75,53.5
Carex_reniformis|GEO|spm00001187|Ovales,33.09034358,-90.90281106,171.7222222,127.9444444,37.97222222,7439.388889,333.9722222,-0.305555556,334.2777778,177.5277778,196.5,263.75,71.61111111,1310.972222,145.25,76.97222222,18.61111111,390.3888889,260.4444444,314.1388889,338.8333333
Carex_renschiana|MDG|spm00002207|Indicae,-17.48270164,48.3213524,203.04,108.84,66.44,2191.2,279.72,116.48,163.24,225.64,180.28,225.84,172.12,1667.32,338.36,31.48,83.32,918.84,115.64,896.36,135.6
Carex_resectans|NZN|spm00002618|Inversae,-43.8112446,171.2045643,93.51851852,98.77777778,45.51851852,4038,206.1481481,-7.925925926,214.0740741,85.85185185,98.74074074,143.1851852,38.66666667,1057.814815,108.5925926,61.37037037,15.2962963,303.1481481,224.2962963,242.5555556,273.0740741
Carex_retroflexa|DEL|spm00001190|Phaestoglochin,38.0064211,-85.93557937,127.4136126,123.434555,33.42408377,8589.455497,308.9109948,-58.16230366,367.0732984,157.6701571,55.61780105,234.5497382,12.15706806,1128.52356,125.1832461,62.14659686,20.4973822,345.9005236,212.1099476,306.0471204,229.2565445
Carex_retrorsa|MIC|spm00001210|Vesicariae,46.82070869,-85.89211009,45.14143095,111.0016639,26.53577371,10462.37105,251.2512479,-163.8169717,415.0682196,130.6971714,-49.99500832,173.6489185,-95.62728785,827.9168053,94.99334443,45.43427621,26.32778702,268.0249584,149.9650582,244.6938436,176.1647255
Carex_reznicekii|ALA|spm00001212|Acrocystis,37.84082913,-85.03424831,129.5,127.25,33.6875,8670.125,314.0625,-57.875,371.9375,153.5,40,237.5625,12.5625,1153.25,117.75,73.1875,14.375,337.9375,249.75,292.3125,253.875
Carex_rhizina|AUT|spm00002182|Clandestinae,59.88327808,23.68961457,39.97647059,77.84941176,23.46823529,8644.934118,212.7058824,-113.8611765,326.5670588,137.7647059,-30.27529412,151.8917647,-70.39529412,640.0188235,83.97176471,30.35294118,31.58117647,226.3105882,99.22588235,216.0541176,121.3247059
Carex_rhodesiaca|NA|spm00004696|Phacocystis,-26.65764508,29.22800224,157.3529412,132.5882353,57.60784314,3344.72549,255.2352941,25.66666667,229.5686275,192.3333333,110.4313725,193.8431373,109.6666667,924.7058824,161.7647059,11.21568627,70.8627451,451.6862745,44,419.372549,64.31372549
Carex_rhynchoperigynium|MXE|spm00000295|Hymenochlaenae,22.84054233,-99.44111033,151.3333333,147,64.66666667,2440.333333,261,35.33333333,225.6666667,169,123.6666667,178.3333333,116.6666667,855.6666667,183,19,70,401.6666667,70.66666667,271.6666667,81.33333333
Carex_richardsonii|MRY|spm00001220|Clandestinae,46.91336783,-91.48565716,47.0754717,111.7830189,26.32075472,10640.37736,253.9056604,-165.8773585,419.7830189,136.5660377,-64.59433962,177.009434,-96.64150943,734.2358491,87.13207547,36.14150943,30.02830189,245.3773585,121.9339623,235.6792453,136.8207547
Carex_rorulenta|BAL|spm00003474|Hallerianae,39.59119753,2.66850921,159.6363636,77.81818182,34.90909091,5132.159091,280,59.90909091,220.0909091,139.5909091,225.6590909,229.7727273,100.4545455,605.0227273,96.54545455,7,47.38636364,245.0681818,54.22727273,92.65909091,177.5909091
Carex_rosea|MAI|spm00001214|Phaestoglochin,41.52422026,-80.35475451,93.07537012,112.7779273,29.62853297,9274.983849,281.7658143,-95.0013459,376.7671602,150.0457604,1.304172275,208.5275908,-31.00538358,1037.051144,108.8990579,61.82772544,17.44010767,306.5989233,204.3351279,284.1386272,220.2786003
Carex_rossii|CAL|spm00001201|Acrocystis,44.8592469,-118.0271212,39.20250522,129.9436326,37.99164927,7600.663883,231.1555324,-117.6795407,348.8350731,28.55636743,68.85177453,137.4237996,-54.69311065,799.5469729,125.908142,19.80584551,51.4091858,350.5668058,76.26617954,113.5490605,308.308977
Carex_rostrata|WAS|spm00001600|Vesicariae,58.7003835,12.60867747,54.88601954,70.42014652,26.71318681,6769.308181,194.2252137,-69.58760684,263.8128205,104.6773504,7.399206349,143.1910867,-29.85909646,760.8017705,89.70854701,39.77838828,25.84395604,252.2590354,129.4586691,214.0725885,167.8012821
Carex_rotundata|MAN|spm00001749|Vesicariae,67.19719336,10.66520538,-18.53510759,79.4295017,23.53737259,8808.433749,156.4575311,-178.5687995,335.0263307,86.79813137,-74.57701019,98.28793884,-128.1208947,582.961778,80.41704417,28.92553794,34.25056625,210.5690827,93.87768969,199.936863,121.488675
Carex_rubicunda|NA|spm00004423|Echinochlaenae,-42.04366,172.14491,87.71428571,98.57142857,46.57142857,3841.785714,200.7857143,-9.214285714,210,59.42857143,94.42857143,135.8571429,36.57142857,1668.571429,165.5,106.8571429,12.78571429,475,369.0714286,386.7857143,447.5
Carex_rufulistolon|EHM|spm00005832|Thuringiaca,28.933333,83.8,24,113,46,4777,139,-106,245,76,-8,81,-40,437,87,5,67,217,45,197,80
Carex_rugulosa|KOR?|spm00000348|Paludosae,38.83802,76.31790667,81.33333333,103.3333333,31.66666667,7486,247,-73.33333333,320.3333333,122.6666667,-14.66666667,175.6666667,-14.66666667,883.3333333,134,31.33333333,45.66666667,332.6666667,102.6666667,248,102.6666667
Carex_runssoroensis|UGA|spm00000227|Capituligerae,-0.240833375,34.34125,106.125,115.625,81.5,592.625,182.125,39.875,142.25,110.625,101,112.875,97.5,1613,246.625,57,47.125,603.375,232.125,488.375,279.875
Carex_ruthii|NCA|spm00001206|Stellulatae,35.9298115,-82.19374938,121,127.5,38.375,7385.75,282.25,-46.75,329,122,108.125,213.375,22.5,1447.875,149.25,96.625,11.5,404.875,315.875,376,360.375
Carex_sabulosa|YUK|spm00001646|Racemosae,60.54399393,-135.6284003,-27.07142857,116.8571429,26.82142857,10714.75,185.6071429,-242.4285714,428.0357143,93.60714286,-28.85714286,104.1428571,-170.8571429,317.6785714,40.78571429,9.75,34.92857143,114.4285714,41.03571429,110.4285714,74.42857143
Carex_sagei|AGS|spm00000548|Ceratocystis,-39.28037882,-66.02742418,118.6363636,109.9090909,50.09090909,3874.909091,236.4545455,18,218.4545455,130.4545455,106.3636364,167.6363636,68.72727273,904.5454545,130.5454545,34.18181818,43.27272727,355.1818182,119.2727273,218.3636364,239.0909091
Carex_salina|QUE|spm00001953|Phacocystis,65.08704251,5.78317178,28.76529757,62.64375524,27.15088013,5948.604359,152.9086337,-78.51634535,231.424979,40.44677284,28.26404023,107.4165968,-43.09555742,1153.352892,142,56.96144174,26.01005868,379.131601,195.5758592,261.5842414,307.154233
Carex_salticola|AGS|spm00000581|Uncinia,-39.8890975,-69.876945,97.75,131.75,51.5,4509.5,242.75,-12,254.75,77.75,118.75,155.75,40,820.5,135.5,23.5,55,368.5,85.5,128,315.75
Carex_sanguinea|PAK|183075|Kobresia,34.59571429,71.61,111,109,32.71428571,7730.285714,276,-52.42857143,328.4285714,98.71428571,122.7142857,207.4285714,7,875.7142857,166,20.57142857,65.42857143,419.7142857,84.28571429,203.1428571,224.4285714
Carex_sargentiana|CHT|spm00003408|Kobresia,32.9783233,89.6513741,-25.7,140.5,38.23333333,7931.5,145.7,-219.3,365,71.93333333,-112.9333333,73.76666667,-128.9,261.9666667,68.53333333,1.566666667,104.2333333,170.5,7.866666667,168.2666667,10.56666667
Carex_sartwelliana|CAL|spm00001798|Paludosae,37.01920362,-115.2095189,97.03191489,142.1489362,43.76595745,6719.553191,281.6170213,-47.90425532,329.5212766,61.23404255,133.606383,185.8510638,17.63829787,648.3723404,113.6808511,6.35106383,71.25531915,315.5319149,34.35106383,73.0212766,284.287234
Carex_sartwellii|BRC|spm00001982|Holarrhenae,48.97923257,-101.1613624,35.90860215,118.3225806,27,11104.23656,251.7204301,-185.2043011,436.9247312,151.3548387,-73.6344086,171.8602151,-113.2741935,608.8655914,82.55913978,25.85483871,40.91935484,228.5537634,89.89247312,218.2096774,102.3709677
Carex_saxatilis|UTA|spm00001223|Vesicariae,62.94117331,-9.379535753,-2.897948237,68.94300657,26.6623307,6828.11278,137.9387153,-125.2967681,263.2354834,35.736221,-19.03137991,87.21147915,-86.28671047,1054.831434,126.8500738,53.18009924,28.18975459,350.7477538,176.0949443,263.7486925,271.7032319
Carex_saximontana|COL|spm00001727|Phyllostachyae,44.8866019,-101.5044912,57.74,137.82,31.06,10574,281.92,-161.58,443.5,161.9,-69.54,190.44,-81.88,496.12,79.24,13.52,54.66,217.64,46.34,202.1,51.2
Carex_scabrata|GEO|spm00001243|Anomalae,43.79974552,-73.4430079,66.72171254,107.3914373,28.0030581,9388.159021,257.0611621,-120.5351682,377.5963303,110.2538226,1.599388379,183.7461774,-58.25688073,1096.042813,111.8776758,71.47706422,13.60550459,317.7553517,229.2568807,286.8165138,257.2752294
Carex_scabriuscula|CAL|spm00001246|Scirpinae,41.16755582,-122.6511392,75.75,144.2068966,46.84482759,5681.543103,258.3017241,-47.64655172,305.9482759,14.13793103,150.9568966,151.6896552,10.24137931,1112.818966,190.5431034,8.629310345,69.79310345,541.6810345,51.24137931,55.65517241,514.5603448
Carex_scaposa|NA|spm00003611|Hemiscaposae,23.88672407,110.5381285,196.8113208,82.47169811,32.96226415,5991.54717,313.9056604,63.37735849,250.5283019,246.3773585,126.8679245,266.2830189,114.0566038,1538.962264,276.0377358,32.69811321,66.35849057,748.0566038,116.1886792,654.8301887,140.8679245
Carex_schiedeana|MXG|spm00000354|Schiedeanae,25.28745369,-101.0906276,180.4222222,148.3111111,55.26666667,4303.5,308.3666667,38.06666667,270.3,220.9555556,134.6333333,229.7333333,120.9333333,471.6222222,93.62222222,9.633333333,70.62222222,233.4888889,37.47777778,187.8666667,42.63333333
Carex_schottii|CAL|spm00001681|Phacocystis,34.23806328,-117.973848,144.8979592,141.7142857,50,5077.877551,302,17.86734694,284.1326531,90.89795918,205.6530612,214.255102,86.04081633,506.6122449,97.84693878,1.93877551,85.09183673,275.9795918,13.82653061,24.46938776,263.7244898
Carex_schweickerdtii|NAT|spm00000160|Schoenoxiphium,-27.54166667,29.79166667,142.8333333,127.5,58.5,3144.583333,236.3333333,18.83333333,217.5,177.5833333,98.25,177.5833333,98.16666667,973,167.5833333,13.16666667,69.33333333,469.25,50.16666667,469.25,50.25
Carex_schweinitzii|MIC|spm00001256|Vesicariae,43.93733605,-79.54941884,64.52631579,112.0526316,28.36842105,9690.736842,261.6315789,-128.4736842,390.1052632,152.6315789,-47.15789474,184.5263158,-65.15789474,960.8421053,100.5263158,55.21052632,17.63157895,282.6315789,184.7368421,272.5789474,194.6842105
Carex_scirpoidea|ABT|spm00005153|Scirpinae,58.48911,-98.6162596,-35.15337889,93.79726651,24.62262718,10371.43432,166.9347001,-222.2133637,389.1480638,54.91268033,-97.06757783,97.51252847,-164.6013667,645.9506454,88.13743356,29.88230828,41.49354594,237.5983295,101.166287,183.5110099,154.984814
Carex_senta|ARI|spm00001885|Phacocystis,34.82644139,-118.1162684,118.8587896,144.0057637,48.76368876,5448.54755,284.7146974,-10.57348703,295.2881844,62.22766571,177.1095101,192.3112392,56.12680115,610.0028818,112.5677233,2.824207493,79.82420749,314.5158501,23.44092219,36.67435159,306.8011527
Carex_seorsa|DEL|spm00001242|Stellulatae,40.12266523,-75.45776031,111.4285714,110.3571429,31.32857143,8466,286.9571429,-61.1,348.0571429,133.4428571,68.82857143,218.1142857,-0.328571429,1137.228571,113.9428571,76.31428571,11.37142857,320.7285714,248.1571429,296.0142857,268.8428571
Carex_serpenticola|CAL|spm00001961|Acrocystis,42.00263864,-123.9389341,97.67924528,125.2830189,50.22641509,4385.509434,245.0188679,-1.471698113,246.490566,50.45283019,154.8301887,156.6415094,46.96226415,1700.90566,299.6981132,8.547169811,75.05660377,858.5471698,58.75471698,74.54716981,797.8867925
Carex_serratodens|CAL|spm00001226|Racemosae,37.90007595,-121.8844639,127.08,146.0033333,51.87,4865.72,289.8,7.246666667,282.5533333,72.34,188.9833333,191.65,70.15333333,784.2266667,153.7933333,2.18,85.50666667,412.84,14.03,20.01666667,407.7933333
Carex_setschwanensis|NA|spm00003620|Kobresia,30.8603962,101.0186661,40.1,135.95,42.9,6270.85,175.6,-140.9,316.5,114,-42.55,114.85,-45.4,732.65,161.05,3.45,94.25,434,14.65,432.75,14.8
Carex_sheldonii|CAL|spm00001693|Carex,41.70310385,-119.9348924,68.60655738,159.8688525,43.85245902,6835.213115,278.3278689,-82.95081967,361.2786885,-7.475409836,156.5081967,158.6885246,-15.09836066,604.2131148,93.54098361,10.57377049,49.98360656,261.557377,47.81967213,53.3442623,252.3606557
Carex_shinnersii|TEN|spm00001225|Ovales,35.55246738,-96.41505189,145.6666667,128.4444444,32.47222222,9123.444444,337.8611111,-53.47222222,391.3333333,218.9166667,28.19444444,259.6666667,22.86111111,931.6388889,133.1666667,32.22222222,39.44444444,335.6944444,122.3055556,277.6666667,123.4722222
Carex_shortiana|KTY|spm00001229|Shortianae,39.01671002,-89.97612216,121.2147651,121.3154362,30.89261745,9361.134228,312.0604027,-75.55704698,387.6174497,195.442953,3.731543624,237.2751678,-5.422818792,1009.114094,118.4026846,45.72483221,27.0738255,326.1677852,160.3355705,300.8120805,161.7315436
Carex_siccata|ONT|spm00002070|Ammoglochin,47.95561472,-101.3064915,23.47120419,125.8246073,29.72513089,10453.3534,236.1858639,-191.0759162,427.2617801,130.6073298,-67.9921466,152.5287958,-115.2801047,610.3089005,81.40052356,29.65183246,38.48691099,223.3167539,100.4712042,215.0052356,109.2853403
Carex_siderosticta|JAP|spm00002643|Siderostictae,35.80220666,137.2013694,122.4726368,92.51741294,27.98507463,8093.179104,285.358209,-39.46766169,324.8258706,215.8258706,28.46766169,226.5323383,19.61691542,1659.472637,233.7910448,57.15920398,45.50248756,636.2039801,191.9502488,619.840796,201.5522388
Carex_silicea|DEL|spm00001232|Ovales,44.18910869,-67.23948638,73.3,91.4625,26.70625,8393.61875,243.0875,-91.70625,334.79375,24.26875,104.9875,180.075,-35.5625,1180.7125,123.79375,79.275,13.91875,350.775,254.125,270.05,305.5
Carex_simensis|KEN|spm00004374|Spirostachyae,4.831312429,37.88142007,137.9285714,125.4285714,76.78571429,836,219.5,56,163.5,138.2142857,130.7142857,148.1428571,126.9285714,1190.142857,215.2142857,22.5,63.64285714,527.7142857,101.5,341.1428571,165.2142857
Carex_simpliciuscula|CHT|spm00003402|Kobresia,60.06486873,-9.308677844,-0.554098361,76.44074941,27.09789227,7395.537237,152.6744731,-134.4220141,287.0964871,59.68571429,-40.70819672,96.24964871,-92.90725995,915.7882904,114.0491803,47.58548009,31.86370023,317.101171,152.5569087,261.0046838,221.9953162
Carex_simulata|CAL|spm00001284|Divisae,40.88241259,-117.9011055,56.57142857,146.3519164,42.61324042,6811.550523,250.0452962,-93.20557491,343.2508711,21.69686411,107.1637631,146.1602787,-25.58885017,708.9512195,117.6724739,13.22648084,56.95818815,321.8954704,53.7804878,78.01393728,294.8222997
