,decimalLatitude,decimalLongitude,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Carex serratodens,0.101106168,0.063563776,1.232865077,1.009735203,0.347790125,71.33876242,2.08150533,1.507438807,2.767239763,1.447564826,1.496070351,1.425778944,1.486899112,16.82380877,3.152379057,0.121229304,0.340125668,8.637497212,0.715435254,0.83638627,8.347594388
Carex setigera,1.237431507,4.18506439,23.16283676,4.291266245,2.257263408,495.7520021,28.9686671,21.3149368,13.10839166,26.01896221,24.93201641,26.07837481,20.35100158,90.41461564,21.65358056,4.479735172,8.284893227,50.32215941,16.07571371,68.97953951,37.73529357
Carex sheldonii,0.236047384,0.170306507,1.952898741,1.327406652,0.314352544,72.4815451,2.18935843,2.756158155,3.039371084,2.408954896,1.847553833,1.942695579,2.515710735,38.50568133,7.634140093,0.450536424,2.127556874,20.86767475,1.244333209,1.742412944,20.75761803
Carex shinnersii,0.974653031,0.124277642,3.66176108,0.389920187,0.332269861,140.7587133,1.597852216,5.693657802,4.326090373,3.158704343,8.735921443,1.975916776,5.577139325,18.37503564,1.421022526,2.373961423,1.673063657,2.747218866,10.1036191,8.109101612,10.41379291
Carex shortiana,0.144110473,0.451275853,1.306320143,0.645842812,0.183220712,47.93598131,1.155049804,1.829588882,1.511687262,2.612121741,3.97123284,1.035680303,1.842476557,7.081305498,1.232492835,1.176237729,0.861067866,2.501883975,3.795775224,2.092985554,4.058083535
Carex siccata,0.362056617,0.735466315,1.922977134,1.026156285,0.376383485,122.2928269,1.543846444,3.365616571,3.067818257,2.557807695,4.009841558,1.724467713,3.157255716,12.27153686,0.948646795,1.068623843,0.96127287,2.791362993,3.418412234,2.704316049,3.654019225
Carex siderosticta,0.132725305,0.321559494,1.746824407,0.757256587,0.159364036,44.91050347,1.417939513,2.239936254,1.620844518,1.594821419,2.165101079,1.45926479,2.146601517,25.03388753,3.98633619,1.544198785,0.972920013,10.05655975,4.826428854,9.123902381,6.309673734
Carex silicea,0.214079764,0.462764195,2.027583681,1.37255631,0.24948069,78.52934122,2.668404214,2.570832062,3.331633586,4.945441304,6.21913912,2.141303646,2.364122304,9.619197115,1.222955656,0.781460285,0.414708595,3.69451288,2.416663655,1.837733744,3.9678712
Carex simensis,1.505919884,0.789831098,9.126982269,3.057533096,1.738948057,89.97032478,8.904098328,9.422908722,5.16725744,9.339846442,8.27111256,9.513932607,8.630678914,74.85765665,15.35555831,4.757585037,6.241131856,30.33647001,19.44497732,27.39873606,38.04655601
Carex simulata,0.237686265,0.319268441,1.850719775,0.975438832,0.277527277,83.09823067,1.963714142,3.16322308,2.953684241,3.563431115,4.875968631,1.589207233,2.687951952,19.34286322,3.693201985,0.478685819,1.05480471,10.25690851,1.547943908,3.107210839,11.16075104
Carex socialis,0.639531389,0.668525973,5.425304143,2.024991782,0.956654262,234.9438789,1.908663938,8.877647395,7.354975238,10.40378098,17.14001397,2.718734768,8.627738396,33.50861704,4.077044023,3.070827295,0.936862867,10.66016197,8.537710755,7.058714032,20.4007435
Carex songorica,0.477802269,0.927706841,10.66332185,4.171411789,0.76751165,161.8113321,11.19054958,12.42964578,6.554871594,10.44767692,18.9184882,10.24127128,12.06462623,41.81885878,10.70160759,0.983613247,3.589948015,26.92882679,3.598127855,7.45577468,14.56783693
Carex sorianoi,1.335164739,0.498353361,6.920681566,6.316314854,0.912870929,324.8861339,11.81806527,8.663861726,14.47627369,16.96565157,8.175165646,8.797490172,6.799203385,137.3246609,14.60236853,7.856791118,2.839454173,41.83399734,27.07820464,34.51690407,34.9174622
Carex sororia,0.224401616,0.261917029,1.720117569,1.15012617,0.313010093,49.22126608,2.195118164,1.717584505,2.06335628,2.787955348,2.59958907,1.934542389,1.721906838,21.54047112,2.401659131,2.251211782,0.93391747,6.362901904,7.329054416,5.948343484,8.120562295
Carex sparganioides,0.135346358,0.494384048,1.367260802,0.695436181,0.153888971,44.26241482,1.503556307,1.581158044,1.618716078,4.016260359,3.398892486,1.349963891,1.611139912,8.592198246,0.976721424,1.109195356,0.631516307,2.614784048,3.366264828,1.723000903,4.287782425
Carex specifica,0.10321259,0.076190983,1.684448846,0.944892948,0.090271229,22.68529182,2.42985059,1.471606032,1.653193544,1.341968443,1.983689906,1.833143296,1.475863884,16.0542728,2.765391165,0.282906845,0.419656344,7.85451597,0.852412249,0.766968527,7.918571596
Carex spectabilis,0.301780257,0.875282474,1.300954436,0.945983723,0.267280248,58.970565,1.391502914,2.058548839,1.927301792,1.888401814,2.894116435,0.944618856,1.931487122,23.39114738,3.844720537,0.702581236,0.650618923,11.23535004,2.414530323,3.081614393,10.94776141
Carex specuicola,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex sphaerogyna,1.038408166,0.266931912,7.001677803,3.019723524,0.926848218,125.4195929,5.821143727,8.701213198,5.511603921,6.395534156,8.421740573,6.425297226,8.076420707,59.59816232,14.83624904,2.721110884,2.828202637,37.43775363,9.133819938,36.29694989,12.13121384
Carex spicata,0.036011002,0.065603763,0.152903995,0.087126751,0.040626439,8.558804891,0.129558299,0.263978553,0.272024374,0.346757479,0.329133745,0.085521856,0.241593271,1.136456279,0.128697064,0.086689972,0.059908355,0.367437244,0.273949853,0.268559144,0.356201568
Carex spissa,0.223781637,0.358051429,1.175508091,1.065657611,0.348778546,64.73234782,1.794549138,1.263443382,2.320478944,2.511320572,1.876902459,1.49435685,1.267425633,8.746257867,1.917828214,0.191683071,0.48071488,4.739653778,0.733703209,4.474431832,4.825921486
Carex sprengelii,0.190858919,0.715075144,1.329431442,0.758545554,0.185469079,66.88843258,1.149997425,2.293432934,2.147932145,2.762049872,2.610164065,1.193690591,1.995568228,13.91604736,0.771149682,1.373082522,1.087787853,2.525014339,4.342514679,2.554779001,4.59836948
Carex squarrosa,0.144563693,0.465909137,1.373511606,0.724097804,0.230277344,48.43237981,1.092147338,1.780974369,1.456680493,3.164023036,4.796274134,1.086539818,1.87390692,8.780167728,1.000501788,1.166742039,0.574633967,2.369029814,3.39852108,1.529731629,4.395845615
Carex stenocarpa,0.347351093,1.007180481,5.071526253,1.960910166,0.727780462,159.9586272,4.542150829,6.320422266,4.365769686,7.730475213,6.085477119,4.543246312,6.285832546,33.25516634,7.772591483,0.604940117,2.254306023,20.58181903,2.489760565,21.14311346,4.844315013
Carex stenophylla,0.314859086,1.22997949,3.751929897,1.205808368,0.420175053,85.43392094,3.534141795,4.614636215,2.764611393,5.337286002,6.050874244,3.351108333,4.47862824,17.73674427,3.723264866,0.697199246,1.458697091,9.863932463,2.233874675,9.092202616,4.303416167
Carex stenoptila,0.717946722,0.598341308,5.90197707,4.825984196,0.662020849,101.3630713,8.190441584,3.613247231,7.069103353,22.42766149,19.05045283,5.933531,5.599548042,35.38679568,4.099457959,2.173067468,1.699673171,10.77348139,6.475976498,6.515887516,11.03403825
Carex sterilis,0.464544509,0.963731285,4.476040756,1.618333828,0.394355917,154.7653402,3.779893128,6.90599883,5.283100246,6.931313845,8.518336371,3.387981987,6.268428846,18.75731325,1.185700354,1.894655934,1.163864904,3.599905669,5.863949468,3.071957636,6.617623862
Carex steudneri,0.694547715,0.539605823,4.166666667,3.231786572,1.275843947,77.47558755,5.407813278,4.835057164,6.883151733,3.413209633,3.879432948,4.184627954,4.410215414,33.13180748,9.74907403,1.108051343,6.831300511,32.69114729,6.296824597,14.60289165,3.69459064
Carex stevenii,0.682677523,4.180282802,14.33333333,2.333333333,1.666666667,406.6666667,13,21,8,3,30.33333333,9.666666667,20.66666667,116.6666667,7.666666667,9,7.333333333,24,30.66666667,41,10.66666667
Carex stipata,0.133686021,1.441688888,1.123214839,0.582903152,0.204589934,56.22597846,0.954590437,1.91716361,1.75686296,2.369935398,2.79884465,0.898719966,1.737165572,9.62486359,1.570870102,0.733165572,0.568080504,4.374007729,2.207105179,3.328227938,4.603894308
Carex straminea,0.249632174,1.173831905,2.450055227,1.473213829,0.355749769,84.67271617,2.445579868,3.493628837,3.091217153,8.77709763,11.2269986,2.164528012,3.217886738,22.48369129,1.650600622,2.558149313,1.502359931,4.686691595,7.813756806,6.088019786,7.86577196
Carex straminiformis,0.115502549,0.084417175,1.210824855,0.776490652,0.102968433,23.1070828,1.906070794,0.972897299,1.399592957,1.315074588,1.564492245,1.386273057,1.00478754,16.32891618,2.827088926,0.255410599,0.444719555,8.203672195,1.000692492,1.015079225,7.76809797
Carex striata,0.637951565,0.628275867,5.533998477,1.692185397,0.968317689,178.0419261,2.828095034,6.768446501,4.388221474,9.041457802,8.850835299,3.171899462,7.683643749,19.50078016,4.909883637,1.59404475,1.765601013,13.81350657,4.514329252,14.36955915,6.418743841
Carex striatula,0.438574255,0.652899383,3.955642712,0.919596232,0.546149451,115.7427822,2.136196682,4.990083466,3.142168788,8.141007256,9.21814493,2.557784016,5.363824633,21.21616802,3.4996442,1.260535972,0.960540621,8.949151957,4.23239916,9.02757576,8.13317823
Carex stricta,0.141389749,0.364256974,1.494147311,0.541343369,0.143977472,52.72188638,1.240572068,2.357536993,1.860932278,3.209863578,3.752278167,1.171875647,2.117635149,8.294287938,0.68751631,0.937905363,0.513240378,1.954147684,2.817208564,1.419549886,3.421844052
Carex strigosa,0.05333858,0.099401885,0.20713385,0.196345972,0.06252947,14.08831114,0.358822047,0.31933547,0.495671842,1.102712812,0.726812272,0.238472592,0.305334821,2.627853637,0.355299615,0.162985029,0.098720197,0.986472485,0.536713063,0.789926509,0.95745103
Carex styloflexa,0.419137454,0.63018046,3.536581276,1.190447885,0.562624832,107.3858329,1.896315628,4.376337088,2.856379363,8.536207364,10.35087626,2.19112532,4.852159987,22.70403272,3.701271921,1.051587596,0.641506646,8.932679127,3.526397461,8.296584357,9.124274223
Carex stylosa,0.385760803,4.76092341,3.263747875,1.246602652,0.359539163,212.793356,2.18163423,6.672992598,7.107495706,3.742253949,6.615221997,1.817617678,5.794015044,50.09070348,7.52059254,2.379333391,1.098857345,19.00392635,7.933159507,8.60931705,16.5741997
Carex subbracteata,0.231382285,0.089371857,1.140664405,1.816024795,0.419610753,68.52394909,2.092189071,1.658403412,3.256214402,1.516672826,1.124952224,1.123982274,1.606206636,29.39679529,5.047460472,0.504806618,0.723944567,14.30146985,2.045176075,2.099704992,13.55981921
Carex subebracteata,0.076193723,0.072963004,2.905167809,0.871779789,0.244948974,38.04418484,2.416609195,2.227105745,1.077032961,2.694438717,3.218695388,2.694438717,3.218695388,41.06580086,11.61034022,2.083266666,1.208304597,27.361652,5.08920426,27.361652,5.08920426
Carex suberecta,0.28612716,0.567175093,2.491176962,2.009106906,0.49388052,83.34316989,2.351595854,2.699628697,1.875859562,5.551776492,8.124028609,1.794577419,3.431157762,14.12741139,1.46954805,1.9256934,1.025072881,3.683178449,6.226013537,2.434166555,6.440928397
Carex subfusca,0.085921074,0.068669375,1.034550649,0.40395169,0.110513583,22.38508197,1.086028138,1.117418412,0.941510094,1.078991332,0.964879485,1.006851287,1.105852471,9.643652926,1.79476699,0.133202297,0.318375464,4.900426491,0.475330959,0.49564836,4.836714274
Carex subnigricans,0.090931958,0.059296322,1.287286581,0.887000618,0.078709943,31.48292604,1.958917466,1.163210114,1.833566007,1.371331379,1.802254546,1.502735989,1.130947735,9.915888089,1.9470295,0.249217023,0.815064635,5.309798644,0.773370798,0.967650444,5.124634635
Carex subspathacea,0.339814822,4.097941045,2.784861911,0.944847281,0.238467065,177.6997982,2.302670095,5.032414214,5.589479023,2.218762684,6.252596151,1.794676108,4.623132513,21.69280557,2.733965649,1.116440236,1.098734386,7.118342934,3.858357127,4.712531821,6.13369685
Carex superata,0.724953705,0.446687929,7.801353159,0.647883544,1.028903288,266.9045872,2.793842436,10.76903999,8.229351264,22.49677618,8.352385628,4.290745137,11.21850874,38.18558483,7.009913615,2.495056841,1.222222222,17.27634864,6.09973689,27.64596503,12.58501951
Carex swanii,0.123510844,0.37866596,1.29570245,0.619359993,0.157367632,34.55052251,1.211360956,1.584858987,1.248975414,4.506068865,5.406609401,1.15834402,1.587280021,7.530328321,0.780564538,0.917562702,0.340781087,2.043003566,2.624423069,1.386038754,3.245960134
Carex sychnocephala,0.482286829,1.446449217,3.222236517,1.005398812,0.309979222,164.2625096,2.397738984,5.513684211,4.748783897,5.101919382,6.362109936,2.308177284,4.978276003,18.19466854,1.889752902,1.368373185,1.59321421,5.44518757,4.316416507,4.602424684,6.403557595
Carex sylvatica,0.039476847,0.064981201,0.161787452,0.120922069,0.045804983,8.126071639,0.221999963,0.231324799,0.274675958,0.528524824,0.37068907,0.152141483,0.212891309,2.691798431,0.344139133,0.13778781,0.06432336,0.983440534,0.449632069,0.551385866,0.866131784
Carex tahoensis,0.912715721,0.969267076,2.91173481,2.62885786,0.661990428,187.7652197,3.55562661,6.057565853,6.786055347,7.092365928,7.053640608,2.560868534,5.065355712,52.09275221,8.743823342,1.308932387,1.714266916,24.87150391,4.641507507,6.300113291,24.40050396
Carex tangulashanensis,1.025181827,4.258486168,13.08625233,6.520480555,2.65099562,553.451654,19.22223828,11.16965134,12.58217434,14.18136492,19.67400993,16.89855352,11.31493605,74.70772681,19.11311359,0.428174419,10.21899104,50.67044942,1.115546702,50.75212092,1.013793755
Carex tapintzensis,0.652821964,0.721087075,14.80520842,3.703280399,1.940521837,229.8193973,12.76015002,15.87837422,5.223359278,13.09000437,14.35238905,13.29935216,15.70309057,39.35677016,7.897643184,1.161126301,2.388588944,24.84375281,3.173551413,24.84811002,3.102058648
Carex tasmanica,0.085507601,0.075904977,0.708417396,0.382789049,0.051002421,13.9007757,0.80608741,0.772211062,0.772985721,1.395656773,0.724867221,0.746127834,0.732017192,7.928179116,1.060615328,0.425450147,0.308995211,2.911290924,1.2867211,1.524281431,2.848042998
Carex tenax,0.33948928,1.109866617,2.701803025,1.410895106,0.464354391,123.0645653,1.284523258,4.293405796,4.575295983,16.72684189,8.406780498,1.143823996,4.154785143,33.23500602,6.640783086,2.742983473,1.348513842,15.61595572,7.251131377,19.26448995,10.88317461
Carex tenera,0.232135029,0.801650778,1.848180435,0.718582578,0.194191101,85.18883967,1.320701278,3.336858024,2.799537057,3.764440057,4.938843185,1.34744065,2.899344597,13.71278824,0.91912935,1.314545285,1.007957178,2.608357974,4.06584193,2.411354866,4.666667609
Carex tenuiflora,0.165686358,1.74164836,0.846278213,0.389438059,0.06536366,54.61051902,0.65866779,1.637820793,1.817349201,0.719326047,1.375590041,0.542390896,1.428189397,4.830095419,0.495507431,0.310443195,0.293060215,1.431945543,1.031280302,1.238045105,1.294767952
Carex tetanica,0.299162003,0.814567405,2.730600301,1.390640488,0.323548839,96.85247962,2.162199195,3.993497237,3.211844422,3.152136648,4.516109985,2.013242688,3.84517884,20.23786267,1.254053258,2.116800159,1.518056962,3.680558523,6.795407097,3.167304277,6.944170889
Carex tetrastachya,0.48035929,0.303058103,3.653036316,1.999703043,0.607141408,196.4896223,1.522500464,6.535751957,6.8086293,3.891458374,10.19202791,1.287145406,6.02235936,38.8510413,3.251766393,3.266602157,1.660632756,9.270165965,10.11073554,10.78621229,13.04099196
Carex texensis,0.294087907,1.092670054,2.475180666,1.375134343,0.612704973,148.2169718,1.718379372,4.654733558,4.212507315,6.446260154,11.8725279,1.701265136,4.272345913,21.34808424,1.907436084,3.190560278,2.507046603,4.260610277,10.69583219,10.5879524,13.41924984
Carex thornei,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex thouarsii,0.024273393,0.048555936,3.072871569,0,0,11.81873681,2.954684201,2.954684201,0,2.836496833,3.191058938,3.191058938,2.836496833,15.36435785,1.300061049,1.418248417,0.354562104,2.600122097,4.963869458,4.963869458,3.309246306
Carex thurberi,8.837385,10.282635,31.5,23,14,2778.5,14,76.5,90.5,5.5,15.5,3.5,66.5,769.5,144,1,4,398.5,4,16.5,13.5
Carex timida,0.296530912,0.993326743,2.765920095,1.184177476,0.311979551,103.5870242,2.976952283,4.113385127,5.014930612,11.7016147,18.90503409,2.300177455,3.773409403,39.74129448,5.255482299,3.592738621,0.388209269,11.14778702,8.934701193,7.720286636,19.09543906
Carex tincta,0.500604965,2.625233625,3.75681629,2.320528403,0.499289436,161.4015268,3.471754156,6.206715203,5.661021088,15.42826308,13.57904756,3.497835341,5.228466688,36.65559847,1.979121794,3.865153074,2.816939461,5.537141937,11.16683859,5.547897944,13.09411765
Carex tomentosa,0.299202189,0.443866999,0.829171267,0.930093966,0.258598103,23.25366836,1.312615994,0.769140236,1.279832385,3.082788063,2.425308692,0.854338755,0.760518668,7.762095303,1.000346196,0.531411514,0.30009029,2.791946382,1.738222645,2.823149919,2.634491852
Carex tonsa,0.254931103,0.64974839,2.228497329,0.631188609,0.209579714,93.7809323,1.441491398,3.918526085,3.081082453,4.390204911,5.59419815,1.468265416,3.476974712,13.67869734,0.991338097,1.390770338,0.832624782,2.932182278,4.200019804,1.968332675,4.980974042
Carex torreyi,0.523538903,0.816036192,3.07829552,1.996651773,0.701152249,213.4356834,2.989759683,5.478995307,4.718469621,2.628882092,7.087832382,2.539107223,5.704013708,8.604818068,1.330675552,0.3600789,1.026646429,3.97798872,1.266773704,4.314846341,1.399417714
Carex torta,0.318009508,0.710801277,3.002143279,1.424913747,0.356658995,54.1170771,2.881354977,3.162545256,2.150048239,9.315550075,7.824199595,2.735921732,3.320492314,14.05490743,1.964233407,1.10672621,0.42008241,5.330098741,3.384128286,1.990035279,6.312220354
Carex trachycarpa,0.136841525,0.093336156,2.517197088,0.773278206,0.07824608,36.42718329,2.193734636,2.433188888,1.605545944,4.87022049,4.842086842,2.395006142,2.718459615,94.63571521,9.532876636,4.007419423,0.450497332,28.32368783,15.9482013,15.50482333,28.3932899
Carex traiziscana,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex transandina,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
Carex transcaucasica,0.3951105,0.9404465,7,0,1,338.5,9.5,1,8.5,12,2.5,11,2.5,37.5,2,1,3,3,3.5,36,3.5
Carex traversii,0.042499064,0.033520715,2.201147231,0.310666389,0.067343503,6.341395245,2.082063105,1.653462434,0.501462336,1.802657713,2.155024977,2.175196883,2.237504143,26.13722581,3.112975733,1.288650381,0.350129552,8.819878085,4.583688916,4.544704252,9.402440943
Carex triangularis,0.47736178,0.737397444,4.044592706,1.843310992,0.536560179,164.6326307,2.107996868,6.420128936,6.201814251,11.91247012,8.436655765,2.252115408,6.07955779,24.48610942,2.582718821,2.067490022,0.604145001,7.030482885,5.714571477,11.94200787,11.38379193
Carex trichocarpa,0.33540731,1.291195599,2.987166771,1.686598185,0.46346605,136.1255787,2.445915384,4.742127143,4.336891728,6.024749263,7.74223876,2.539124089,4.305384092,25.10359848,2.505503806,2.212824896,1.600845583,7.372261492,6.887508809,7.529405549,8.299032745
Carex trinervis,0.038199404,0.036458708,0.199060743,0.149438655,0.057506353,4.005465049,0.213913573,0.205640185,0.158580929,0.347839398,0.694577725,0.162699012,0.214424452,1.342461453,0.188247269,0.086196365,0.093766778,0.561355795,0.296937702,0.471208046,0.573102227
Carex triquetra,0.063383018,0.066452419,0.725126266,1.294194165,0.175125373,48.74737497,1.612434772,1.22186343,2.498604137,1.155182915,1.026535702,0.894540421,0.992784148,5.677996595,1.195975833,0.061002099,0.377294787,3.255632281,0.330814115,1.438959738,3.356026344
Carex trisperma,0.132105717,0.420092669,1.28296717,0.529625321,0.107155404,61.94527798,1.110827275,2.358332429,2.17878995,2.66433108,3.376946953,0.966972467,2.030695881,8.247367548,0.745460957,0.803034312,0.43956643,2.167381411,2.390148935,1.230176437,3.194698172
Carex tristachya,0.364968223,0.638684251,2.109338578,0.959046104,0.501126815,140.2599595,3.163662203,3.363887748,4.777613579,2.783225447,3.325040382,2.741103806,2.836177568,52.16906512,8.080223791,3.097496164,0.921345383,22.26276294,10.13124151,21.67983364,12.11972715
Carex tristis,1.277741936,3.774413249,9.503050616,1.39158856,0.966685407,522.4381143,8.014022847,13.87011654,13.58971965,8.417756243,19.73153145,8.034797509,13.88243207,44.56813367,5.988792875,1.889117544,1.236246804,17.91857716,6.391419369,23.97120952,7.663200225
Carex troodi,0.056921192,1.551048521,7.052659073,6.268971207,0.748331477,240.9590422,7.433707016,10.91054536,14.31293122,9.516301803,5.944745579,5.961543424,8.918520057,64.47402578,13.63598181,0.948683298,1.827566688,36.9521312,3.529872519,3.839270764,41.82750291
Carex tuberculata,0.155813349,0.203401916,2.668305786,1.994668374,0.274912574,44.50406132,3.434515604,2.740297569,2.860249227,3.142910214,3.188518565,3.001599467,2.273562521,47.74434857,9.803322304,1.164092857,1.166513268,27.82969614,3.411873592,12.67917673,5.887209081
Carex tuckermanii,0.191145125,0.615880324,2.080907203,1.058131957,0.191577021,83.75211709,1.458274979,4.156420622,3.608166662,6.218209617,4.271233954,1.526000864,3.193228533,10.96435519,1.207078108,1.445882641,0.980632605,3.468989415,3.965807291,3.598569061,5.271444457
Carex tumulicola,0.215922465,0.149410472,1.226992274,1.594752943,0.377222996,76.90023067,2.34622772,1.70365117,3.463760883,1.704455319,1.503990964,1.324160512,1.676890295,27.32395567,4.577982551,0.483376079,0.814831236,13.26101842,2.133704225,2.327001815,12.52234557
Carex tunimanensis,0.250404375,0.578380114,24.04509652,9.156054463,1.08012345,57.12905711,22.2425081,27.93258253,10.75484387,23.76797565,25.98877963,24.93449752,23.19123398,582.1804381,61.49034477,25.811819,9.16856041,183.5648727,80.10448905,82.11412282,123.211539
Carex turbinata,0.274370769,0.296721719,2.079212483,1.362382564,0.401381043,93.80239887,2.493359439,2.674742866,3.139877904,2.293158602,1.942059478,2.258023744,2.449707234,17.69739424,3.954401178,0.447398423,1.164008462,10.97224608,1.51308486,10.23452351,4.470692107
Carex turgescens,0.223900669,0.556889447,1.998168697,1.984237402,0.553862153,100.6262276,0.863887336,3.654459257,4.003385871,13.4613869,4.577697457,0.747580639,3.249291543,26.60838286,3.713306794,1.778155153,1.786287003,11.01160112,8.063825819,10.5243528,12.87692284
Carex turkestanica,1.75801159,2.366412848,18.05917851,2.948592279,0.730398619,481.660092,16.02899159,23.34198394,13.99840552,25.39386174,52.54215994,15.85417644,23.23790008,97.67602014,25.16729737,1.677050983,7.947231099,62.31642684,5.586974648,29.57360672,40.55306819
Carex typhina,0.363059178,0.673223609,3.44240434,0.926211566,0.434978829,110.1304862,2.304911135,4.941335847,3.100731306,4.137459966,9.771458691,2.305665706,4.95658575,14.51517596,1.791936657,1.461838576,0.754423458,4.481227107,4.575099021,2.984554952,6.683803434
Carex umbellata,0.278677156,0.628454548,2.366596325,0.659582942,0.238468229,78.31349551,1.96996259,3.346331722,2.407615895,3.538561732,4.131430422,1.892897706,3.211252061,12.67210546,1.63318379,1.136541011,0.690318367,4.511625824,3.569730604,2.328871969,5.767792933
Carex umbrosa,0.046963523,0.178686907,0.388737479,0.105056364,0.043641366,15.15004295,0.304652091,0.562381506,0.473334544,0.688772866,0.859904173,0.28705934,0.523274413,3.108015317,0.397500231,0.195040724,0.124906559,1.154812349,0.670962778,1.128876708,0.895881715
Carex unilateralis,0.350987442,0.078765408,1.501860722,2.581634749,0.588172781,86.38274876,3.13766011,2.335147384,4.205540503,2.111688513,1.56704691,1.548966158,2.164204979,39.45606423,6.686638944,1.279948892,1.159298165,19.0925707,4.503504525,4.226207844,18.38583417
Carex ursina,0.327201655,3.536038135,2.256647462,0.882366556,0.118128915,183.1136584,1.809108015,4.635395781,5.735441248,1.674878033,6.563994675,1.180641687,4.253520062,6.251480405,0.718614287,0.385915318,1.137890828,1.919129561,1.279253479,1.690046596,1.976916179
Carex utriculata,0.216982072,1.447805618,0.970904529,0.65141437,0.214957416,62.47417138,0.796232002,1.883801719,1.783297512,1.718753947,2.519043694,0.65368579,1.722520351,10.76248608,1.677400903,0.538865162,0.467133163,4.670208499,1.70667534,2.804010134,4.833799393
Carex vacillans,0.099889497,0.360841543,0.457602419,0.264661171,0.069589094,28.72537966,0.581911624,0.785665668,1.063209465,1.059183279,1.055217507,0.546940289,0.635051969,12.82461193,1.665065379,0.568778737,0.095537706,4.667372144,1.979225695,2.295599309,3.759370304
Carex valbrayi,0.497542451,0.198204007,3.661315168,3.349768849,0.611111111,63.30917008,1.972026594,6.0253037,4.331992419,3.34995854,4.78637697,3.389290665,4.541205679,98.04083468,8.429639585,4.442483227,3.625661986,24.11106593,17.32654467,23.78808341,30.42917417
Carex vallicola,0.634901396,0.715820744,4.377882622,2.389915221,0.664298515,190.0630079,4.492540072,6.858127086,6.843421399,9.758243771,9.643774053,3.938395772,6.139565057,31.19297637,5.341821015,1.07423924,1.987423487,15.31915191,3.453892437,5.82677605,14.64227651
Carex venusta,0.688381493,0.970141487,5.470173305,2.040776772,0.946236051,172.7281691,2.828892525,6.508895535,4.09545108,10.3257624,14.04879083,3.164814737,7.582119365,34.13010808,4.48166906,1.113485751,0.798599505,11.35440999,5.314493613,10.56918852,12.87982965
Carex vernacula,0.210224411,0.364386633,1.963089307,1.050904341,0.141492312,53.85744375,2.460406801,2.648162896,2.492030783,2.704492055,3.499207401,1.92394308,2.283588552,14.25000432,2.761526265,0.77266575,1.374564607,7.748160027,2.646909565,3.780448201,8.05330085
Carex verrucosa,0.278728553,0.486224909,2.447920122,1.392806975,0.642433723,129.6959785,0.728733794,4.204538681,4.068812134,4.748962433,4.045614289,0.846524988,4.094594297,16.77408434,3.460163285,1.974283048,1.827526228,9.473167792,6.720614831,10.43091681,9.572587304
Carex vesicaria,0.037053495,0.113758294,0.194927445,0.088062578,0.036536403,9.719063416,0.139291544,0.337650548,0.330756541,0.31964766,0.325664552,0.118735044,0.301550575,1.347120185,0.163907875,0.091266935,0.061962688,0.457882891,0.292281786,0.291808138,0.48756735
Carex vestita,0.098609908,0.154822801,1.396811084,0.678021679,0.104866787,28.31753385,1.131340357,2.073044216,1.525613698,7.247057544,9.796309155,1.227561514,1.741652317,5.826226975,0.620364224,0.649977108,0.200161054,1.379711752,1.97426463,1.741258727,2.51837436
Carex vexans,0.23176438,0.355025243,1.879862437,1.588073683,0.612829198,101.8231651,0.465977164,3.62578497,3.577376,0.607827788,2.535001218,0.615314658,3.209291557,8.032487707,3.609753666,1.539402439,1.87913159,9.450032463,4.568643904,8.948184401,7.57343643
Carex virescens,0.158275541,0.441976882,1.522923911,0.725185831,0.201019543,39.27522973,1.28819904,1.893579081,1.412580021,4.811058654,5.493320484,1.273440918,1.906405124,8.421665425,0.841604594,0.997136847,0.395279891,2.113304814,2.887513157,1.646018282,3.561205077
Carex vixdentata,3.950119689,10.22272501,28.55772451,13.04586408,4.203050954,1048.082385,26.90752061,39.90240395,36.31959489,43.43841405,52.44322805,24.45865965,37.42531277,290.7682274,44.91124495,14.98871606,11.37652625,120.9016699,49.86644131,84.03740704,96.9936332
